age,annual_income,employment_status,credit_score,loan_amount,debt_to_income_ratio,late_payments_12m,credit_utilization,savings_rate,avg_monthly_transactions,default
58,62541.21,Employed,622,7076.27,0.303,0,0.15,0.038,45,0
39,26351.98,Self-Employed,693,18121.75,0.393,0,0.574,0.012,50,0
34,23301.3,Self-Employed,594,45217.0,0.598,0,0.289,0.076,47,1
21,55247.55,Employed,648,14894.43,0.261,1,0.302,-0.016,51,0
67,63678.34,Self-Employed,585,26881.45,0.435,1,0.638,0.039,45,1
68,77009.84,Employed,669,13003.44,0.495,0,0.342,0.255,18,0
33,62853.89,Employed,620,25670.58,0.292,0,0.449,0.056,39,0
22,63945.92,Retired,732,13492.28,0.61,2,0.394,0.131,24,1
27,29961.66,Self-Employed,678,3487.02,0.661,1,0.379,0.034,33,0
24,46514.14,Retired,663,9575.46,0.514,0,0.11,0.15,34,0
62,23073.54,Self-Employed,813,15984.21,0.514,0,0.589,0.079,2,0
65,18003.39,Employed,709,28270.51,0.091,0,0.449,0.163,19,1
28,70991.92,Employed,652,13465.69,0.152,1,0.579,0.074,27,0
58,33638.88,Employed,636,15031.29,0.337,2,0.425,0.063,2,0
29,75830.0,Employed,591,10380.03,0.251,2,0.632,0.088,55,0
39,85320.82,Employed,675,37667.61,0.444,0,0.433,0.1,37,0
50,35966.43,Employed,703,36330.53,0.0,1,0.702,0.118,37,0
56,65851.37,Employed,536,9840.42,0.443,1,0.201,0.044,50,0
64,35221.84,Unemployed,578,5944.1,0.324,0,0.226,0.028,46,0
23,19478.38,Employed,641,4992.45,0.269,1,0.793,-0.013,46,1
30,52138.28,Employed,598,21206.12,0.636,2,0.582,0.053,50,0
35,38737.49,Self-Employed,683,16012.62,0.304,0,0.81,-0.035,40,0
36,39338.36,Employed,694,9236.55,0.107,5,0.535,-0.002,40,0
70,131619.64,Employed,671,17380.51,0.419,0,0.339,0.081,42,0
59,22858.34,Employed,721,7057.21,0.407,0,0.811,0.147,15,0
37,59363.54,Self-Employed,636,23788.41,0.324,1,0.0,0.073,3,0
69,29809.92,Unemployed,677,11738.32,0.703,1,0.576,0.259,4,0
45,77198.14,Employed,605,7716.56,0.382,1,0.0,0.124,46,0
46,56909.39,Employed,701,11846.54,0.502,1,0.731,0.116,27,0
42,59258.95,Employed,686,11604.11,0.398,1,0.174,0.009,31,0
28,30563.3,Employed,590,18380.31,0.541,3,0.333,0.147,37,1
67,33429.9,Self-Employed,668,29720.69,0.3,1,0.187,0.146,56,0
21,77934.6,Self-Employed,677,28810.07,0.19,0,0.53,0.024,45,0
29,118824.02,Self-Employed,701,16248.87,0.465,0,0.359,0.103,38,0
32,62327.24,Retired,704,13196.22,0.395,2,0.704,0.222,41,1
34,31297.38,Employed,626,10496.68,0.469,0,0.255,0.121,69,0
27,58073.76,Retired,737,5111.19,0.257,0,0.14,0.168,20,0
21,165005.82,Self-Employed,719,14595.55,0.422,0,0.296,0.073,56,0
54,51596.62,Employed,626,8860.81,0.111,0,0.76,-0.04,35,0
69,101815.78,Self-Employed,594,30668.86,0.278,1,0.629,0.138,34,0
27,33854.77,Self-Employed,631,13089.52,0.244,1,0.654,0.087,44,0
35,48000.03,Retired,570,23115.34,0.424,0,0.279,0.119,7,0
46,66821.66,Employed,696,11053.39,0.277,0,0.11,0.104,19,0
67,59794.21,Employed,769,9844.92,0.144,0,0.713,0.037,41,0
55,33416.52,Unemployed,787,21223.71,0.265,1,0.097,0.105,42,0
59,32703.63,Employed,598,17441.02,0.44,1,0.401,0.049,44,0
50,80349.58,Self-Employed,739,17913.76,0.37,0,0.254,0.018,46,0
41,88945.17,Employed,686,13956.94,0.238,1,0.417,0.163,65,0
30,104409.06,Employed,500,23709.57,0.476,2,0.024,0.032,25,0
64,120808.9,Employed,655,21739.01,0.585,2,0.587,0.088,41,0
61,52433.96,Unemployed,647,3999.43,0.486,0,0.702,0.029,46,0
22,41956.99,Employed,771,12651.46,0.004,0,0.63,0.216,41,0
56,96326.18,Self-Employed,615,27142.19,0.386,0,0.155,0.139,33,0
25,70019.89,Self-Employed,722,8008.66,0.329,0,0.496,0.02,23,0
57,29994.59,Self-Employed,672,5348.45,0.045,1,0.362,0.1,32,0
62,29236.76,Employed,572,13585.13,0.156,1,0.4,0.102,54,0
27,62690.49,Employed,639,20179.88,0.47,0,0.765,0.109,68,0
42,44862.73,Unemployed,795,11200.47,0.378,1,0.304,0.051,9,1
27,48377.25,Employed,667,32072.93,0.362,0,0.549,0.046,35,0
49,83806.57,Employed,748,44630.52,0.252,1,0.016,0.218,8,0
67,71647.86,Retired,744,4651.54,0.512,0,0.416,0.028,24,0
25,95314.44,Employed,646,11726.46,0.166,1,0.605,0.017,39,0
40,18661.76,Employed,584,3755.19,0.217,1,0.367,-0.046,17,0
69,55642.3,Retired,594,21951.82,0.302,1,0.535,0.08,28,0
36,69379.33,Employed,789,9819.12,0.121,1,0.222,-0.003,26,0
27,22850.02,Employed,691,11097.96,0.218,1,0.297,0.276,38,0
45,35332.28,Employed,550,29403.09,0.509,0,0.37,-0.009,29,0
46,32201.15,Self-Employed,743,6653.92,0.223,1,0.281,0.038,53,0
54,49555.53,Retired,546,5723.08,0.467,0,0.598,0.274,34,0
36,110627.83,Self-Employed,618,3765.04,0.445,1,0.64,0.186,22,0
68,134765.93,Retired,686,31644.4,0.325,2,0.542,-0.046,11,0
47,32625.72,Employed,850,27527.24,0.137,1,0.0,0.101,22,0
35,63785.34,Employed,741,12377.89,0.36,1,0.33,0.119,32,0
69,64821.91,Employed,644,6869.54,0.033,3,0.585,0.021,42,0
67,59504.84,Retired,682,24354.17,0.271,1,0.364,0.149,46,0
45,59843.6,Retired,749,77095.9,0.386,0,0.351,-0.014,49,0
22,57060.72,Employed,787,12817.77,0.48,1,0.606,-0.037,43,0
50,113980.77,Unemployed,661,7174.28,0.327,0,0.617,0.176,49,0
48,85070.3,Self-Employed,664,31101.63,0.259,1,0.532,0.145,30,0
28,28851.67,Employed,618,7483.88,0.247,1,0.073,0.247,32,0
52,72974.15,Employed,730,11848.96,0.28,1,0.154,0.091,26,0
63,76587.31,Retired,757,3031.38,0.444,0,0.487,0.224,23,0
26,57381.87,Employed,535,12308.38,0.403,1,0.0,0.054,55,1
57,86310.99,Employed,650,6857.02,0.347,4,0.761,0.191,32,0
28,53854.27,Retired,589,31423.14,0.445,4,0.43,0.249,18,1
58,54189.03,Employed,691,8219.9,0.35,1,0.245,0.026,22,0
41,52084.37,Employed,587,23573.67,0.15,1,0.283,-0.044,66,0
21,17869.99,Self-Employed,581,13863.8,0.183,0,0.666,0.117,39,1
69,47089.29,Employed,764,15918.2,0.44,1,0.123,0.115,42,0
29,35097.13,Employed,668,20197.87,0.144,1,0.0,0.087,27,0
50,27086.1,Employed,676,14298.76,0.293,0,0.181,0.177,2,0
30,100409.2,Unemployed,712,10009.77,0.333,1,0.465,0.009,16,0
67,63076.51,Employed,753,9070.51,0.195,2,0.752,0.09,25,0
57,48295.06,Self-Employed,649,20038.04,0.1,1,0.668,0.037,25,0
61,36960.25,Unemployed,650,4717.13,0.174,0,0.304,0.23,35,0
42,56845.07,Employed,651,40412.67,0.079,2,0.462,0.161,47,0
44,80476.3,Unemployed,761,15980.0,0.442,2,0.477,0.043,35,0
52,32419.56,Self-Employed,675,12058.96,0.41,0,0.449,0.103,41,0
60,48902.6,Retired,658,17320.58,0.236,1,0.0,0.085,48,0
63,75662.15,Employed,709,10336.34,0.145,1,0.331,-0.006,56,0
21,18620.15,Employed,817,13268.81,0.525,0,0.574,0.226,21,0
54,47629.86,Self-Employed,686,7487.32,0.416,0,0.81,0.065,41,0
26,39551.32,Retired,660,18491.22,0.257,1,0.488,0.346,42,0
35,45847.92,Retired,826,14085.86,0.528,1,0.64,0.102,39,0
62,38146.36,Employed,780,16522.55,0.371,1,0.594,0.199,29,0
33,52512.8,Employed,769,35949.98,0.398,1,0.316,0.102,20,0
60,128259.86,Employed,642,9113.16,0.194,0,0.106,0.124,32,0
44,41690.93,Self-Employed,635,13666.05,0.123,1,0.649,0.066,38,0
32,56718.49,Unemployed,542,5481.59,0.114,2,0.808,-0.044,51,1
37,132902.79,Self-Employed,752,20537.74,0.662,0,0.307,0.233,32,0
47,37234.54,Employed,686,14610.7,0.226,3,0.662,0.051,17,0
59,121459.68,Retired,545,14919.25,0.36,0,0.433,0.217,20,0
51,49151.44,Employed,770,13434.53,0.419,2,0.096,0.267,17,0
67,119485.24,Employed,655,10436.72,0.347,1,0.41,0.047,33,0
64,71332.02,Employed,664,66013.65,0.327,1,0.275,0.032,14,0
58,57156.83,Employed,567,15107.25,0.324,1,0.497,0.053,23,0
51,47438.27,Self-Employed,717,17639.75,0.422,0,0.488,-0.053,59,0
35,35881.58,Employed,718,7452.82,0.194,0,0.258,0.128,32,0
41,50914.13,Employed,676,25111.07,0.284,0,0.112,0.203,36,0
26,76778.56,Employed,649,13710.55,0.004,2,0.299,0.024,15,0
39,48700.49,Employed,850,19292.82,0.071,3,0.741,0.137,34,0
67,41843.37,Self-Employed,590,25371.97,0.155,1,0.142,0.082,10,0
42,43243.78,Employed,626,13872.38,0.478,1,0.559,0.082,37,0
26,80518.18,Employed,733,9835.99,0.309,0,0.532,0.098,16,0
53,90452.55,Employed,604,3653.2,0.455,1,0.279,0.126,54,0
69,35116.44,Self-Employed,598,11704.07,0.408,1,0.215,0.049,63,0
64,35091.21,Employed,765,9804.1,0.389,0,0.531,0.101,25,0
34,59259.39,Employed,725,7436.59,0.208,0,0.394,0.052,11,0
43,105215.51,Employed,716,35307.53,0.361,1,0.289,0.11,28,0
47,86941.88,Employed,694,26626.44,0.388,2,0.504,0.026,10,0
33,26214.66,Employed,628,4925.08,0.68,1,0.758,0.173,29,0
34,42957.31,Employed,661,16191.25,0.298,3,0.673,0.072,21,0
32,30782.4,Self-Employed,674,9042.16,0.46,1,0.428,-0.0,52,0
70,42883.56,Employed,743,18399.46,0.331,1,0.0,0.083,3,0
58,109338.63,Employed,712,9138.14,0.245,1,0.347,0.094,15,0
63,24069.47,Retired,610,10685.06,0.48,0,0.179,0.061,48,0
61,21819.67,Employed,739,26313.14,0.634,2,0.355,-0.029,26,0
68,32393.82,Employed,554,24139.49,0.389,0,0.323,0.09,57,0
26,56593.83,Employed,656,36522.66,0.248,0,0.331,0.113,35,0
65,66861.42,Employed,594,12961.92,0.42,1,0.637,0.134,38,0
24,61005.8,Employed,616,6164.75,0.392,0,0.35,0.181,39,0
44,88242.39,Unemployed,824,25662.25,0.682,4,0.34,0.14,41,0
50,20301.65,Employed,570,25751.61,0.461,1,0.505,0.126,32,1
38,88802.34,Self-Employed,619,21524.83,0.21,0,0.167,0.145,32,0
28,41938.2,Retired,718,9449.81,0.541,0,0.326,0.055,53,0
30,70667.93,Employed,645,7766.06,0.466,0,0.099,0.175,24,0
62,25293.11,Self-Employed,692,20365.11,0.49,0,0.537,0.094,37,0
36,49142.44,Employed,787,8675.93,0.417,2,0.451,0.085,29,0
36,55167.84,Employed,729,12273.72,0.501,0,0.855,0.0,45,0
67,87367.23,Unemployed,645,84449.25,0.416,0,0.041,0.135,54,0
28,22189.46,Employed,670,52964.08,0.312,2,0.613,0.127,27,1
66,49780.38,Retired,720,23756.56,0.37,0,0.014,0.159,20,0
67,28492.11,Employed,728,9923.29,0.333,2,0.181,-0.011,24,0
50,63117.16,Employed,682,9572.07,0.401,1,0.0,0.157,49,0
29,72302.09,Employed,707,22685.34,0.362,0,0.415,0.086,39,0
28,93300.91,Employed,707,36249.99,0.303,0,0.46,0.028,34,0
35,37514.59,Employed,673,10861.92,0.323,1,0.329,0.063,32,0
49,77933.66,Employed,635,11225.23,0.349,1,0.0,0.035,24,0
28,96804.7,Employed,736,15562.62,0.083,1,0.283,0.126,48,0
43,21555.29,Employed,702,6416.45,0.504,1,0.428,0.065,38,0
26,66580.86,Retired,524,6535.25,0.402,0,0.199,0.093,62,0
48,79162.31,Employed,618,7291.0,0.258,0,0.394,0.063,35,0
22,43072.36,Employed,644,20488.82,0.439,0,0.638,0.09,39,0
56,26758.65,Self-Employed,665,17382.11,0.274,0,0.274,0.009,28,0
23,78549.0,Self-Employed,770,29207.19,0.274,2,0.161,-0.061,25,0
30,26909.79,Retired,850,5206.6,0.406,0,0.382,0.313,34,0
29,44838.58,Retired,496,5942.3,0.565,2,0.799,0.103,53,1
62,48047.14,Employed,703,19407.85,0.392,3,0.511,0.336,28,0
23,70106.38,Employed,685,8749.76,0.234,1,0.068,0.094,28,0
42,35835.14,Self-Employed,666,9139.32,0.297,2,0.698,0.098,14,0
50,34811.68,Employed,721,27109.81,0.477,0,0.309,0.076,72,0
46,51506.21,Self-Employed,691,10596.0,0.411,3,0.349,0.145,26,0
55,81080.29,Employed,653,11366.79,0.494,1,0.116,0.108,14,0
61,153848.71,Retired,682,12707.47,0.409,2,0.433,-0.008,38,0
40,23069.33,Self-Employed,722,13178.58,0.466,0,0.0,0.015,39,0
62,57392.62,Employed,715,22269.24,0.652,0,0.152,0.002,47,0
36,28473.6,Employed,694,7143.78,0.147,0,0.534,0.108,38,0
70,81585.4,Retired,636,13188.89,0.711,0,0.428,0.112,9,0
46,30660.42,Self-Employed,850,29656.1,0.49,1,0.234,0.108,24,0
57,34985.04,Unemployed,707,53085.07,0.744,1,0.357,0.042,51,1
64,36510.84,Unemployed,737,6542.12,0.203,1,0.553,0.002,49,0
60,47188.27,Employed,642,18008.58,0.407,0,0.484,0.19,41,0
63,57618.49,Employed,694,13173.11,0.374,1,0.546,0.115,57,0
47,62433.09,Employed,694,13915.01,0.483,0,0.139,0.145,31,0
23,48879.64,Self-Employed,537,9193.49,0.42,0,0.244,0.175,52,0
45,25211.47,Self-Employed,626,23236.57,0.404,1,0.826,-0.065,28,0
30,70537.03,Employed,625,22532.1,0.467,0,0.313,0.104,61,0
65,47739.8,Retired,635,67085.64,0.334,0,0.299,0.188,27,0
32,87629.01,Employed,600,6683.2,0.273,2,0.427,-0.0,17,0
32,34410.97,Self-Employed,683,5173.24,0.418,1,0.449,0.008,17,0
33,22001.43,Employed,785,50657.31,0.272,2,0.181,0.006,56,1
53,48193.86,Employed,690,14312.16,0.331,0,0.0,-0.024,57,0
49,93711.51,Employed,591,11225.25,0.134,1,0.329,0.144,21,1
68,53128.62,Self-Employed,603,16530.21,0.358,1,0.396,0.113,25,0
41,44363.18,Self-Employed,652,6393.83,0.211,0,0.011,-0.002,2,0
35,31723.93,Employed,574,18499.82,0.345,0,0.459,-0.049,16,0
23,118052.32,Employed,703,14070.6,0.187,1,0.474,0.029,31,0
21,29295.78,Employed,781,28120.87,0.347,0,0.614,0.184,31,0
39,34108.53,Employed,637,24691.34,0.485,3,0.158,0.003,3,1
67,65187.11,Employed,686,25957.08,0.261,1,0.481,-0.043,13,0
47,19379.86,Employed,648,16555.96,0.21,0,0.521,0.084,63,0
65,92715.91,Unemployed,633,38661.82,0.467,1,0.725,-0.003,52,0
26,66976.46,Self-Employed,694,20863.4,0.487,1,0.587,0.228,37,0
25,76850.37,Employed,630,10722.8,0.414,0,0.632,0.104,37,0
62,64799.85,Self-Employed,619,9085.78,0.28,1,0.434,0.062,35,0
26,45226.49,Employed,559,9721.36,0.256,3,0.301,0.063,33,0
23,28808.5,Retired,685,21021.44,0.3,0,0.679,0.044,35,0
41,45704.97,Employed,760,6641.07,0.341,1,0.121,0.052,11,0
67,30103.05,Employed,733,16204.81,0.091,1,0.736,0.285,31,0
55,62509.74,Self-Employed,792,8957.76,0.203,1,0.574,0.168,5,0
25,73378.77,Employed,629,6961.34,0.538,1,0.326,0.074,32,0
62,102580.62,Unemployed,744,7669.46,0.381,2,0.05,0.109,41,0
63,59034.89,Retired,597,14555.51,0.534,0,0.385,0.031,27,1
61,77830.42,Self-Employed,733,23347.96,0.502,1,0.26,0.171,39,0
66,42252.87,Employed,803,9842.24,0.303,0,0.052,-0.1,33,0
32,38594.36,Employed,717,4248.89,0.305,1,0.274,0.042,42,0
69,62120.79,Employed,805,97988.01,0.495,1,0.599,0.002,40,1
37,40407.21,Employed,635,28873.46,0.464,1,0.398,0.159,22,0
61,56083.27,Retired,670,25831.95,0.498,1,0.347,0.085,14,0
49,28836.69,Employed,611,39211.57,0.348,1,0.055,-0.055,15,1
59,31545.5,Employed,683,15606.17,0.371,2,0.36,0.075,21,0
52,67353.13,Employed,700,13615.98,0.312,1,0.746,0.082,47,0
53,76369.99,Retired,682,33305.4,0.342,2,0.408,0.201,46,0
51,29946.63,Retired,644,33170.81,0.247,1,0.32,0.105,28,0
59,68549.21,Employed,643,21356.51,0.339,0,0.565,0.079,31,1
57,37557.64,Employed,706,25071.79,0.326,0,0.678,0.086,15,0
27,49427.02,Unemployed,668,7021.53,0.281,0,0.704,-0.1,16,0
62,99555.66,Employed,594,12651.34,0.469,2,0.476,0.016,41,0
47,73404.73,Retired,538,41039.44,0.138,0,0.039,-0.076,29,0
37,72979.66,Retired,635,23923.26,0.401,0,0.618,0.243,30,0
46,127311.89,Self-Employed,576,6141.27,0.212,1,0.314,0.043,45,0
69,34477.43,Employed,617,10735.79,0.223,1,0.284,0.133,42,0
63,29943.35,Self-Employed,648,37218.98,0.236,2,0.186,-0.001,32,0
62,34164.38,Retired,669,19401.98,0.421,2,0.519,0.05,53,0
44,43163.46,Employed,630,16467.33,0.011,1,0.611,0.054,27,0
60,15104.15,Retired,844,16767.15,0.375,2,0.253,0.123,21,0
40,44191.42,Employed,585,14042.77,0.357,1,0.541,0.068,16,0
55,37336.05,Retired,771,10780.07,0.204,0,0.642,0.028,53,0
52,72539.02,Self-Employed,668,8953.92,0.377,0,0.481,-0.084,26,0
33,58466.53,Employed,631,27070.36,0.168,0,0.4,0.258,35,0
34,36302.86,Employed,724,17026.52,0.343,1,0.366,0.038,63,0
24,65839.84,Employed,646,22566.73,0.162,0,0.256,0.048,23,0
27,70377.69,Employed,619,20496.58,0.658,0,0.567,0.033,37,0
42,33380.5,Retired,814,34379.99,0.479,0,0.651,0.192,37,0
44,38310.83,Employed,515,19395.29,0.387,0,0.429,0.027,36,0
29,16111.98,Retired,662,24201.4,0.207,1,0.302,0.041,49,0
41,28414.93,Employed,694,16323.64,0.309,1,0.508,0.096,41,0
51,33818.57,Self-Employed,786,8362.68,0.315,0,0.201,0.177,38,0
32,50872.77,Retired,650,12895.45,0.386,0,0.677,0.079,60,0
37,30555.77,Self-Employed,850,21035.18,0.41,0,0.651,0.084,13,0
39,37921.52,Retired,737,22172.4,0.384,2,0.509,0.07,17,0
46,26564.6,Retired,502,35263.96,0.401,3,0.306,0.042,34,1
39,53399.52,Self-Employed,571,11204.24,0.325,0,0.358,0.228,43,0
57,60648.93,Self-Employed,698,16908.96,0.401,1,0.017,0.015,34,0
37,59945.0,Employed,594,13663.82,0.254,1,0.231,0.112,25,0
42,49324.72,Employed,721,39127.76,0.19,0,0.562,0.035,54,0
39,22685.1,Employed,646,18506.35,0.627,1,0.23,0.128,47,1
30,35954.99,Unemployed,590,18720.16,0.412,1,0.925,0.075,26,0
55,39988.48,Self-Employed,608,14452.23,0.621,0,0.291,0.1,60,0
32,40068.76,Employed,744,12899.69,0.309,0,0.196,0.087,29,0
35,50893.51,Retired,528,6190.67,0.712,1,0.474,-0.008,31,0
60,99984.52,Employed,758,6927.67,0.362,1,0.484,0.075,12,0
68,73574.08,Retired,761,16437.27,0.522,3,0.7,-0.066,39,0
54,29918.76,Employed,655,15252.36,0.355,0,0.344,0.098,64,0
66,68816.68,Employed,575,16492.39,0.375,0,0.205,0.039,63,0
63,67518.11,Self-Employed,722,25973.54,0.333,1,0.272,0.062,30,0
45,32760.09,Employed,644,15611.51,0.276,1,0.665,0.082,27,0
59,74939.24,Self-Employed,566,11980.23,0.497,0,0.761,0.092,35,0
37,45243.38,Self-Employed,823,13017.04,0.349,0,0.269,-0.1,56,0
44,24222.16,Unemployed,614,17091.63,0.475,3,0.367,0.05,38,1
47,61549.77,Employed,570,11754.59,0.486,1,0.704,0.101,47,0
69,54637.78,Employed,701,27962.96,0.562,1,0.562,0.206,45,1
63,43746.25,Employed,675,14665.24,0.413,2,0.271,0.287,52,0
45,48111.35,Employed,791,17171.35,0.123,1,0.139,0.239,48,0
53,34216.29,Employed,651,9045.84,0.302,0,0.251,0.021,25,0
31,66507.18,Employed,652,27971.06,0.346,0,0.581,0.124,37,0
61,47967.29,Unemployed,705,35009.66,0.352,1,0.066,0.171,28,0
48,53275.1,Retired,695,6516.62,0.548,1,0.439,0.135,49,0
47,58604.75,Unemployed,697,18779.73,0.52,1,0.314,0.079,43,0
59,27521.07,Employed,700,13839.1,0.328,1,0.233,0.106,43,0
52,31346.52,Employed,692,17508.15,0.715,0,0.287,0.116,40,0
24,16236.67,Employed,649,19365.65,0.298,2,0.587,0.036,12,1
35,65014.86,Employed,742,3862.33,0.31,0,0.511,0.107,43,0
29,26739.44,Employed,653,23287.97,0.186,0,0.622,-0.013,16,0
57,52380.25,Retired,740,28780.08,0.116,1,0.215,0.277,20,0
22,59011.88,Self-Employed,784,30788.08,0.173,2,0.025,0.059,52,0
31,66249.05,Employed,629,8376.85,0.502,0,0.434,0.134,29,0
50,26849.21,Self-Employed,850,14492.93,0.461,0,0.391,0.109,14,0
55,47449.4,Retired,627,10685.58,0.217,3,0.286,0.101,26,0
46,112999.67,Employed,627,4679.06,0.365,1,0.0,0.14,46,0
64,115515.19,Unemployed,720,10174.88,0.471,2,0.584,0.182,28,0
66,80310.97,Employed,713,7704.31,0.045,0,0.0,0.1,52,0
27,58031.81,Employed,685,18046.66,0.616,2,0.55,0.157,49,0
68,29656.8,Retired,741,5547.66,0.508,2,0.54,0.131,50,0
51,70214.55,Employed,699,8203.13,0.472,1,0.527,-0.01,45,0
52,45296.7,Self-Employed,835,10811.02,0.53,1,0.379,0.096,16,0
25,64878.02,Employed,676,23437.58,0.044,1,0.0,0.076,31,0
52,35724.01,Employed,616,78171.86,0.317,1,0.04,0.143,42,0
57,44960.22,Self-Employed,639,17709.46,0.539,0,0.21,0.15,23,0
50,53213.83,Unemployed,715,7948.46,0.349,3,0.8,0.104,43,0
25,55444.57,Unemployed,716,9823.57,0.461,0,0.604,0.125,51,0
47,62746.71,Self-Employed,695,21912.99,0.567,0,0.354,0.107,18,0
67,36695.25,Employed,616,6584.0,0.456,1,0.259,0.049,8,0
57,25043.2,Employed,763,28510.61,0.311,0,0.423,0.194,36,1
27,110458.21,Self-Employed,825,17396.87,0.436,3,0.58,0.142,72,0
68,170182.57,Employed,682,13697.34,0.099,0,0.46,0.248,34,0
68,61310.74,Employed,816,5372.61,0.424,1,0.087,0.081,16,0
29,25285.94,Retired,745,25648.29,0.462,0,0.709,0.05,43,1
61,33302.99,Employed,846,9349.01,0.373,1,0.499,-0.072,40,0
41,63231.56,Employed,715,16191.07,0.524,0,0.282,0.282,44,0
50,95851.73,Retired,690,13436.15,0.392,0,0.471,0.14,68,0
43,26730.34,Employed,743,5708.55,0.372,0,0.661,0.161,17,0
60,46066.15,Self-Employed,647,12856.29,0.625,1,0.478,0.235,46,0
70,54066.28,Employed,711,7142.58,0.206,0,0.491,0.11,35,0
60,75530.3,Employed,780,9984.49,0.559,0,0.731,0.042,41,0
67,41282.73,Self-Employed,741,19142.53,0.547,0,0.256,0.171,25,0
68,22428.61,Employed,678,22504.62,0.477,1,0.183,0.08,14,0
25,66876.22,Self-Employed,695,14604.02,0.289,0,0.297,-0.047,60,0
33,86025.41,Employed,737,8687.45,0.401,2,0.585,0.22,62,0
57,47037.68,Employed,734,10012.14,0.229,0,0.611,0.011,64,0
50,60031.22,Employed,736,9908.38,0.266,2,0.436,0.04,24,0
23,38667.49,Employed,705,4095.98,0.37,1,0.214,0.161,33,0
25,32116.13,Employed,618,15428.26,0.217,3,0.792,-0.062,53,0
47,81896.61,Self-Employed,630,5433.59,0.315,0,0.145,0.106,33,0
51,59500.97,Employed,715,15455.46,0.185,0,0.299,0.119,25,0
29,62641.56,Employed,742,6150.81,0.448,1,0.245,0.184,41,0
29,103886.85,Employed,733,7159.87,0.595,0,0.633,0.147,17,0
27,28928.39,Employed,629,22052.24,0.68,0,0.361,0.157,8,0
49,37197.13,Employed,669,14984.05,0.195,0,0.762,0.17,70,1
21,53048.75,Retired,592,4765.2,0.221,2,0.576,0.216,31,0
49,36969.31,Self-Employed,576,10558.87,0.343,0,0.195,0.062,47,1
44,72516.42,Self-Employed,686,17277.65,0.473,1,0.33,0.019,31,1
44,44636.2,Employed,782,10182.5,0.336,0,0.283,0.023,39,0
54,29843.84,Employed,687,12017.38,0.512,0,0.704,0.148,36,0
47,50659.69,Self-Employed,823,17093.33,0.447,1,0.586,0.075,13,0
57,53378.82,Employed,668,15166.16,0.102,3,0.051,0.05,26,0
59,78224.72,Self-Employed,682,8140.82,0.375,0,0.516,0.184,46,0
67,59669.15,Retired,606,14963.68,0.181,2,0.386,0.144,40,0
60,61732.96,Employed,654,12426.58,0.282,0,0.119,0.224,35,0
46,57534.83,Unemployed,591,41542.45,0.305,2,0.218,0.121,4,1
45,44617.83,Employed,564,13879.25,0.478,0,0.352,0.143,43,0
32,34265.37,Employed,592,16010.24,0.363,0,0.0,0.066,28,0
50,56637.08,Employed,686,17255.25,0.297,1,0.449,-0.071,26,1
27,41499.54,Employed,625,12168.64,0.681,1,0.419,0.056,23,0
67,114109.22,Employed,643,9585.88,0.233,1,0.344,0.04,36,0
63,95902.87,Self-Employed,711,19455.02,0.41,0,0.408,-0.009,33,0
26,67266.63,Self-Employed,564,19550.72,0.467,1,0.35,0.113,29,0
60,59232.96,Employed,686,51510.76,0.392,1,0.153,0.173,55,0
26,46911.61,Employed,744,23050.65,0.232,1,0.259,0.062,36,0
57,26093.41,Self-Employed,750,23285.07,0.224,1,0.229,0.131,13,0
25,43998.63,Employed,719,22711.83,0.46,1,0.539,0.054,25,0
45,51570.24,Unemployed,676,9757.65,0.523,0,0.166,0.087,38,0
53,54980.19,Employed,633,6941.1,0.359,1,0.278,0.051,45,0
57,61992.47,Retired,674,8085.64,0.169,1,0.406,0.124,20,0
41,77704.24,Employed,804,22309.84,0.368,3,0.065,0.146,20,0
67,34680.16,Employed,700,34647.33,0.594,0,0.3,0.237,42,0
59,34837.94,Self-Employed,672,22934.59,0.216,1,0.405,0.054,36,0
31,101258.14,Employed,722,13357.58,0.319,0,0.434,0.083,41,0
54,72077.04,Employed,684,40376.56,0.375,1,0.474,0.19,25,0
57,40320.47,Employed,697,11314.13,0.53,1,0.23,0.073,47,0
37,46462.2,Self-Employed,661,7413.87,0.287,1,0.157,0.14,47,0
57,46566.8,Employed,649,17185.05,0.439,0,0.295,0.06,44,0
65,49800.84,Employed,755,32052.05,0.575,1,0.44,0.131,28,0
61,62090.08,Employed,534,8899.23,0.144,0,0.334,0.148,28,0
59,174119.37,Employed,716,5308.81,0.17,0,0.152,0.204,32,0
52,53899.6,Retired,644,15102.61,0.353,0,0.885,0.039,8,0
34,68275.01,Employed,537,23455.54,0.514,0,0.224,0.139,29,1
60,21094.37,Employed,607,2493.05,0.417,1,0.106,0.089,48,0
39,38466.77,Employed,677,26540.34,0.527,1,0.245,-0.031,22,0
47,90617.94,Employed,688,6502.37,0.111,0,0.59,0.05,62,0
36,59943.5,Retired,736,22808.71,0.418,0,0.525,0.04,16,0
36,12000.0,Employed,741,4455.88,0.0,0,0.793,0.134,20,0
28,68666.15,Self-Employed,564,6094.18,0.566,0,0.177,0.03,24,0
69,127910.0,Employed,708,21401.82,0.545,0,0.333,0.107,43,0
28,18070.68,Self-Employed,735,30621.62,0.317,1,0.623,0.101,29,1
25,104787.93,Employed,696,14684.02,0.02,1,0.169,0.152,16,0
67,12259.08,Employed,718,62143.82,0.335,1,0.655,0.062,43,1
